date,coingecko_coin_id,coin_symbol,coin_name,price_usd,price_eur,price_chf
01-01-2025,tether,usdt,Tether,0.9981270049589405,0.964375340286254,0.9059968880202154
02-01-2025,tether,usdt,Tether,0.9975192550400622,0.963553724405948,0.9053295230085148
03-01-2025,tether,usdt,Tether,0.9988489812763607,0.9727670366772724,0.9110131984098613
04-01-2025,tether,usdt,Tether,0.9994997851384257,0.9692119431493761,0.9082954297445444
05-01-2025,tether,usdt,Tether,0.999929880051665,0.9697229983051843,0.9085732864205048
06-01-2025,tether,usdt,Tether,0.9997412555545183,0.9701649102501934,0.909083718759579
07-01-2025,tether,usdt,Tether,1.0006744410212831,0.963652488726819,0.905682417684015
08-01-2025,tether,usdt,Tether,0.9998754304383388,0.9665815783556029,0.9092867164406253
09-01-2025,tether,usdt,Tether,0.9994672328008778,0.9689455024456046,0.9105376368279541
10-01-2025,tether,usdt,Tether,0.999959853288742,0.9712998255001885,0.9123663078573653
