date,coingecko_coin_id,coin_symbol,coin_name,price_usd,price_eur,price_chf
01-01-2025,starknet,strk,Starknet,0.4681467863227256,0.45231640274322266,0.4249354335047791
02-01-2025,starknet,strk,Starknet,0.47767040098117786,0.4614453704710502,0.43359049870823385
03-01-2025,starknet,strk,Starknet,0.4944781108951337,0.48156629846343996,0.45099518925734833
04-01-2025,starknet,strk,Starknet,0.5168763068087658,0.5012134040835398,0.4697113438124659
05-01-2025,starknet,strk,Starknet,0.5261341785730558,0.5102401911725423,0.4780649816160857
06-01-2025,starknet,strk,Starknet,0.5215595071754794,0.5061296907152,0.47426396950529975
07-01-2025,starknet,strk,Starknet,0.5197554349803442,0.5005260431523768,0.47041609104853044
08-01-2025,starknet,strk,Starknet,0.4661847292928871,0.4506617101768925,0.4239483928189515
09-01-2025,starknet,strk,Starknet,0.4444971404270621,0.4309230867527006,0.40494711836328345
10-01-2025,starknet,strk,Starknet,0.42655773212702475,0.414234479245875,0.3891008445534865
11-01-2025,starknet,strk,Starknet,0.43659188610107463,0.42567315962157287,0.39995003887626973
12-01-2025,starknet,strk,Starknet,0.43461007735968277,0.4238239244597702,0.3983140513590662
13-01-2025,starknet,strk,Starknet,0.42857700580884683,0.4183498727192303,0.3928499694506097
14-01-2025,starknet,strk,Starknet,0.40967341933114426,0.399054684302081,0.37511336967636894
15-01-2025,starknet,strk,Starknet,0.42981333874654776,0.4170955918663762,0.39221713619304854
16-01-2025,starknet,strk,Starknet,0.44757250392238623,0.4347987846604415,0.40829846427570093
17-01-2025,starknet,strk,Starknet,0.4238036760637774,0.41142225166757435,0.38616397637784927
18-01-2025,starknet,strk,Starknet,0.45458193024427085,0.4412344956084385,0.4159497394843921
19-01-2025,starknet,strk,Starknet,0.41962864870940775,0.4085966115348377,0.38412638651399733
20-01-2025,starknet,strk,Starknet,0.3854414471951877,0.375094271545233,0.35257408410995983
21-01-2025,starknet,strk,Starknet,0.37914076014523646,0.36379238389303725,0.3435045618176656
22-01-2025,starknet,strk,Starknet,0.3969106979781348,0.38141292286488077,0.3598912340884124
23-01-2025,starknet,strk,Starknet,0.3724531640737002,0.35785113777619076,0.3375680833670652
24-01-2025,starknet,strk,Starknet,0.3761631591844584,0.3611692956593662,0.3414068117652923
25-01-2025,starknet,strk,Starknet,0.3652705069800242,0.34776089995743004,0.3308799234773482
26-01-2025,starknet,strk,Starknet,0.37085853046905376,0.3531144332202315,0.33582092908592903
27-01-2025,starknet,strk,Starknet,0.3638998584370197,0.34763826546304477,0.3300193260170996
28-01-2025,starknet,strk,Starknet,0.35878715842882,0.34351323030734676,0.32433964456091063
29-01-2025,starknet,strk,Starknet,0.32484475360669696,0.31148356404609995,0.2937294988824795
30-01-2025,starknet,strk,Starknet,0.3401055639075527,0.32623911996147786,0.30826147995888853
31-01-2025,starknet,strk,Starknet,0.35342794686829493,0.3400224248435805,0.32157631344063053
01-02-2025,starknet,strk,Starknet,0.3536978266623684,0.3413576631879453,0.322204925874178
02-02-2025,starknet,strk,Starknet,0.32091129415693703,0.30967041334520806,0.2924673215993371
03-02-2025,starknet,strk,Starknet,0.2598169856228162,0.25348836348701564,0.23778736322884325
04-02-2025,starknet,strk,Starknet,0.2715567595177734,0.26291772432723454,0.2475223569598934
05-02-2025,starknet,strk,Starknet,0.256800570560474,0.24754830280375067,0.232493882955784
06-02-2025,starknet,strk,Starknet,0.2511788641909533,0.2415140038546138,0.22643096423881123
07-02-2025,starknet,strk,Starknet,0.23001594278591309,0.22147499079838653,0.20820031070832593
08-02-2025,starknet,strk,Starknet,0.22640381637472695,0.21913942352252747,0.20599600277052546
09-02-2025,starknet,strk,Starknet,0.2419250438621092,0.23424198831913634,0.22012687163500155
10-02-2025,starknet,strk,Starknet,0.23816516147117955,0.23092970386568512,0.2168982033776106
