date,coingecko_coin_id,coin_symbol,coin_name,price_usd,price_eur,price_chf
01-01-2025,solana,sol,Solana,189.45168366761857,183.04537498439805,171.96472491004639
02-01-2025,solana,sol,Solana,193.64679144177083,187.0691908768682,175.77687188073278
03-01-2025,solana,sol,Solana,207.87862676897498,202.4505000667835,189.5984039667916
04-01-2025,solana,sol,Solana,217.647289485303,211.05192367202986,197.78697431976906
05-01-2025,solana,sol,Solana,216.68364826265568,210.1378519322891,196.88678010643468
06-01-2025,solana,sol,Solana,213.44823541657385,207.13358282000993,194.09253598076353
07-01-2025,solana,sol,Solana,218.4209767110049,210.3400558356279,197.68671023378266
08-01-2025,solana,sol,Solana,202.492545725036,195.7499489374837,184.1467210823477
09-01-2025,solana,sol,Solana,197.45206766283226,191.4222764205447,179.88337503839645
10-01-2025,solana,sol,Solana,185.0111350868991,179.66616339423857,168.76493729264828
11-01-2025,solana,sol,Solana,187.8201167474825,183.12292344774474,172.05693780921652
12-01-2025,solana,sol,Solana,188.0632507646954,183.3958970072172,172.35733644033263
13-01-2025,solana,sol,Solana,188.39194289058088,183.90821464978504,172.72658766340038
14-01-2025,solana,sol,Solana,183.11428850097792,178.36796614303256,167.6667671230354
15-01-2025,solana,sol,Solana,187.70452520232413,182.1505360061126,171.28582267835165
16-01-2025,solana,sol,Solana,205.75854800567018,199.8861990455884,187.7034411767207
17-01-2025,solana,sol,Solana,211.23399374041628,205.06279261329016,192.4734578203551
18-01-2025,solana,sol,Solana,219.77905400813702,213.3259014243501,201.1013508823096
19-01-2025,solana,sol,Solana,262.5615764589647,255.65883261385866,240.3478168442306
20-01-2025,solana,sol,Solana,251.97488550305266,245.21061970172332,230.4884830664365
21-01-2025,solana,sol,Solana,242.47150410221352,232.65577267314782,219.6811224886384
22-01-2025,solana,sol,Solana,250.3984908388754,240.62143136558078,227.04407399682444
23-01-2025,solana,sol,Solana,256.1143343782641,246.07337189896427,232.12589747739275
24-01-2025,solana,sol,Solana,253.49503131499628,243.39071936678073,230.07285090658476
25-01-2025,solana,sol,Solana,253.62637885441316,241.46854475764803,229.74720165889136
26-01-2025,solana,sol,Solana,257.0742996969564,244.7743227536558,232.78669108448705
27-01-2025,solana,sol,Solana,241.06731630326192,230.29474113961814,218.62298488616315
28-01-2025,solana,sol,Solana,234.97914713600687,224.97584986328,212.4185642403318
29-01-2025,solana,sol,Solana,226.88945614638288,217.5572659256261,205.15684958940167
30-01-2025,solana,sol,Solana,228.6145425527223,219.29369903830528,207.20936293351093
31-01-2025,solana,sol,Solana,239.04719726337646,229.9801370711766,217.5037857516066
01-02-2025,solana,sol,Solana,231.50782299297455,223.43074655657279,210.8945979415032
02-02-2025,solana,sol,Solana,214.46366422580272,206.95143099530142,195.4546773471488
03-02-2025,solana,sol,Solana,202.32492853599265,197.41045602185338,185.1853768649231
04-02-2025,solana,sol,Solana,215.95147229807475,209.08140810985617,196.83847129086143
05-02-2025,solana,sol,Solana,207.42406393975517,199.95078234006974,187.79096143972947
06-02-2025,solana,sol,Solana,196.21787573260255,188.66780431016346,176.88511709029643
07-02-2025,solana,sol,Solana,189.38932513491977,182.35692071400993,171.4268839818234
08-02-2025,solana,sol,Solana,192.2709679394336,186.10176166212895,174.939855160341
09-02-2025,solana,sol,Solana,199.70939394589394,193.36702301296023,181.71497842318703
10-02-2025,solana,sol,Solana,200.44634668796408,194.35678667558372,182.54749016046233
11-02-2025,solana,sol,Solana,200.0458466193684,194.1733007460102,182.31338268333434
12-02-2025,solana,sol,Solana,197.92915264031842,190.94997278906817,180.70555570671056
13-02-2025,solana,sol,Solana,196.60301392852935,189.21486926810914,179.59429738453053
14-02-2025,solana,sol,Solana,194.2631701900725,185.7052947536892,175.48841184388272
15-02-2025,solana,sol,Solana,199.65011966060425,190.206469350538,179.5170022937896
16-02-2025,solana,sol,Solana,194.4254509858272,185.3172018834942,174.9374103317138
17-02-2025,solana,sol,Solana,188.165584495931,179.38126234932298,169.3317148125643
18-02-2025,solana,sol,Solana,177.91997195388805,169.7029159691697,160.27333537558556
19-02-2025,solana,sol,Solana,169.10718217289786,161.86296870297522,152.8214841009191
20-02-2025,solana,sol,Solana,169.26443436615673,162.44189281016006,153.12236231839384
21-02-2025,solana,sol,Solana,176.02074183930708,167.62490449505583,158.0810598725286
22-02-2025,solana,sol,Solana,169.00123201382314,161.4996053271936,151.7560082966686
23-02-2025,solana,sol,Solana,172.21280391506767,164.655072802451,154.64451472367205
24-02-2025,solana,sol,Solana,168.09302650361454,160.46311593758898,151.02385203427846
25-02-2025,solana,sol,Solana,141.16593031186233,134.93571314347858,126.67397707197684
26-02-2025,solana,sol,Solana,144.3563354963687,137.2249881665126,128.82070667024948
27-02-2025,solana,sol,Solana,134.6628545613439,128.3742339161837,120.42872150850073
28-02-2025,solana,sol,Solana,137.60648163669737,132.3587208530003,123.83124718597414
01-03-2025,solana,sol,Solana,148.17466304440643,142.7736965764378,133.84617312801234
02-03-2025,solana,sol,Solana,143.4002225931321,138.17328447961245,129.54259868262218
03-03-2025,solana,sol,Solana,178.17413183106032,171.0717545880106,160.83778880389815
04-03-2025,solana,sol,Solana,142.5141267061424,135.93424947611982,127.80823648546229
05-03-2025,solana,sol,Solana,145.06190940041165,136.5144265128112,129.04896040742844
06-03-2025,solana,sol,Solana,146.1815871653316,135.41355909155894,130.2074480462528
07-03-2025,solana,sol,Solana,143.45134750836067,132.96921409457727,126.71315737839015
08-03-2025,solana,sol,Solana,139.1826626278542,128.4559940017881,122.52263709396267
